Caule	Fogo	H	DAS
2641	1	23	0.4
2642	1	41	0.8
2643	1	12	0.3
2644	1	28	0.4
2645	1	28	0.4
2646	1	56	0.7
2647	1	44	0.6
2648	1	16	0.3
2649	1	58	0.7
2650	1	32	0.4
2651	1	32	0.5
2652	1	15	0.5
2653	1	11	0.4
2654	1	11	0.4
2655	1	28	0.4
2656	1	49	0.6
2657	1	19	0.4
2658	1	53	0.5
2659	1	95	1
2660	1	43	0.7
2661	1	31	0.4
2662	1	28	0.3
2663	1	30	0.4
2664	1	52	0.6
2665	1	68	0.6
2666	1	40	0.4
2667	1	21	0.3
2668	1	49	0.4
2669	1	25	0.3
2670	1	36	0.3
2671	1	20	0.4
2672	1	27	0.3
2673	1	54	0.6
2674	1	78	0.8
2675	1	64	0.7
2676	1	41	0.6
2677	1	33	0.4
2678	1	21	0.4
2679	1	18	0.4
2680	1	57	0.6
2681	1	27	0.4
2682	1	16	0.3
2683	1	41	0.5
2684	1	53	0.8
2685	1	53	0.8
2686	1	19	0.4
2687	1	20	0.3
2688	1	88	0.8
2689	1	50	0.7
2690	1	89	1
2691	1	120	1.1
2692	1	135	1.4
2693	1	92	0.8
2694	1	47	0.7
2695	1	135	1.3
2696	1	130	1
2697	1	46	0.7
2698	1	17	0.7
2699	1	135	1.2
2700	1	30	0.4
2701	1	77	0.7
2702	1	16	0.3
2703	1	24	0.3
2704	1	15	0.4
2705	1	140	1.2
2706	1	110	0.9
2707	1	32	0.2
2708	1	125	1.2
2709	1	50	0.6
2710	1	110	1.1
2711	1	71	0.6
2712	1	123	1
2713	1	63	1
2714	1	50	0.4
2715	1	135	1.4
2716	1	68	0.5
2717	1	150	0.9
2718	1	63	0.6
2719	1	118	0.6
2720	1	150	1.2
2721	1	74	0.9
2722	1	160	1.8
2723	1	25	0.4
2724	1	14	0.4
2725	1	122	0.8
2726	1	114	1.1
2727	1	84	0.7
2728	1	60	0.5
2729	1	31	0.4
2730	1	145	1
2731	1	27	0.5
2732	1	19	0.7
2733	1	25	0.4
2734	1	48	0.6
2735	1	24	0.4
2736	1	20	0.3
2737	1	45	0.4
2738	1	110	1.6
2739	1	25	0.3
2740	1	15	0.2
2741	1	7	0.2
2742	1	41	0.5
2743	1	10	0.4
2744	1	81	0.6
2745	1	32	0.4
2746	1	59	0.5
2747	1	54	0.5
2748	1	13	0.3
2749	1	55	0.6
2750	1	57	0.4
2751	1	26	0.4
2752	1	33	0.4
2753	1	15	0.2
2754	1	21	0.2
2755	1	18	0.1
2756	1	17	0.5
2757	1	17	0.3
2758	1	16	0.2
2759	1	11	0.3
2760	1	8	0.1
2761	1	11	0.2
2762	1	11	0.1
2763	1	15	0.4
2764	1	14	0.3
2765	1	17	0.2
2766	1	4	0.4
2767	1	20	0.3
2768	1	31	0.4
2769	1	50	0.4
2770	1	13	0.4
2771	1	18	0.3
2772	1	50	0.4
2773	1	46	0.5
2774	1	15	0.3
2775	1	58	0.5
2776	1	103	0.7
2777	1	12	0.4
2778	1	10	0.4
2779	1	34	0.6
2780	1	31	0.4
2781	1	23	0.4
2782	1	81	0.6
2783	1	41	0.3
2784	1	77	0.5
2785	1	18	0.4
2786	1	12	0.4
2787	1	30	0.4
2788	1	30	0.4
2789	1	4	0.3
2790	1	14	0.7
2791	1	35	0.4
2792	1	22	0.3
2793	1	31	0.2
2794	1	18	0.3
2795	1	55	0.6
2796	1	17	0.4
2797	1	40	0.6
2798	1	77	0.8
2799	1	15	0.4
2800	1	33	0.5
2801	1	12	0.5
2802	1	17	0.5
2803	1	8	0.4
2804	1	7	0.4
2805	1	56	0.7
2806	1	35	0.5
2807	1	11	0.5
2808	1	70	0.8
2809	1	14	0.5
2810	1	78	0.9
2811	1	39	0.6
2812	1	50	0.5
2813	1	21	0.2
2814	1	10	0.4
2815	1	60	0.8
2816	1	25	0.4
2817	1	23	0.4
2818	1	19	0.4
2819	1	8	0.6
2820	1	23	0.5
2821	1	60	0.4
2822	1	32	0.5
2823	1	165	1.2
2824	1	49	0.5
2825	1	17	0.3
2826	1	35	0.5
2827	1	13	0.4
2828	1	52	0.5
2829	1	43	0.4
2830	1	220	2.8
2831	1	240	4.3
2832	1	160	3.1
2833	1	60	0.6
2834	1	28	0.4
2835	1	14	0.4
2836	1	11	0.3
2837	1	44	0.6
2838	1	25	0.4
2839	1	83	0.8
2840	1	28	0.8
2841	1	50	0.5
2842	1	100	0.7
2843	1	75	0.6
2844	1	37	0.4
2845	1	85	1
2846	1	55	0.5
2847	1	3	0.3
2848	1	10	0.3
2849	1	31	0.5
2850	1	58	0.6
2851	1	46	0.5
2852	1	37	0.4
2853	1	44	0.6
2854	1	46	0.4
2855	1	17	0.2
2856	1	22	0.4
2857	1	35	0.5
2858	1	37	0.4
2859	1	28	0.4
2860	1	45	0.4
2861	1	112	0.7
2862	1	28	0.2
2863	1	73	0.8
2864	1	12	0.4
2865	1	45	0.5
2866	1	22	0.5
2867	1	112	1
2868	1	73	0.8
2869	1	55	0.5
2870	1	90	0.5
2871	1	67	0.8
2872	1	64	0.5
2873	1	75	0.5
2874	1	29	0.5
2875	1	80	0.5
2876	1	20	0.4
2877	1	14	0.6
2878	1	39	0.6
2879	1	26	0.4
2880	1	45	0.6
2881	1	150	0.8
2882	1	170	1.6
2883	1	23	0.3
2884	1	13	0.2
2885	1	32	0.2
2886	1	29	0.6
2887	1	22	0.2
2888	1	60	0.5
2889	1	25	0.4
2890	1	11	0.2
2891	1	16	0.4
2892	1	75	0.5
2893	1	43	0.3
2894	1	25	0.3
2895	1	15	0.1
2896	1	10	0.2
2897	1	8	0.1
2898	1	13	0.3
2899	1	102	0.7
2900	1	55	0.6
2901	1	29	0.7
2902	1	68	0.5
2903	1	22	1
2904	1	60	0.5
2905	1	18	0.2
2906	1	32	0.4
2907	1	52	0.6
2908	1	52	0.5
2909	1	34	0.3
2910	1	38	0.4
2911	1	80	0.9
2912	1	16	0.4
2913	1	18	0.5
2914	1	30	0.3
2915	1	80	0.6
2916	1	160	1.3
2917	1	33	0.5
2918	1	22	0.4
2919	1	65	0.7
2920	1	20	0.5
2921	1	26	0.5
2922	1	43	0.3
2923	1	100	0.7
2924	1	25	0.3
2925	1	9	0.2
2926	1	49	0.7
2927	1	62	0.5
2928	1	10	0.2
2929	1	24	0.3
2930	1	36	0.7
2931	1	44	0.4
2932	1	22	0.3
2933	1	26	0.3
2934	1	25	0.3
2935	1	103	0.8
2936	1	100	0.7
2937	1	35	0.5
2938	1	14	0.6
2939	1	110	0.9
2940	1	42	0.6
2941	0	250	4.9
2942	0	150	3.9
2943	0	200	3.5
2944	1	6	0.1
2945	1	4	0.2
2946	1	5	0.1
2947	1	87	0.5
2948	1	20	0.2
2949	1	50	0.4
2950	1	53	0.6
2951	1	10	0.1
2952	1	60	0.5
2953	1	75	0.6
2954	1	72	0.3
2955	1	16	0.4
2956	1	38	0.5
2957	1	17	0.4
2958	1	60	0.5
2959	1	75	0.6
2960	1	72	0.3
2961	1	16	0.4
2962	1	38	0.5
2963	1	17	0.4
2964	1	70	1.2
2965	1	40	0.6
2966	1	54	0.6
2967	1	76	0.6
2968	1	23	0.5
2969	1	82	0.7
2970	1	9	0.3
2971	1	95	0.8
2972	1	9	0.2
2973	1	45	0.5
2974	1	24	0.4
2975	1	27	0.2
2976	1	22	0.3
2977	1	15	0.2
2978	1	20	0.3
2979	1	11	0.2
2980	1	7	0.2
2981	1	44	0.5
2982	1	23	0.8
2983	1	11	0.2
2984	1	30	0.4
2985	1	43	0.4
2986	1	17	0.6
2987	1	15	0.4
2988	1	51	0.6
2989	1	77	0.7
2990	1	101	1.2
2991	1	63	0.8
2992	1	20	0.3
2993	1	23	0.6
2994	1	68	0.9
2995	1	90	0.9
2996	1	72	0.7
2997	1	57	0.6
2998	1	16	0.2
2999	1	9	0.2
3000	1	20	0.3
3001	1	67	0.8
3002	1	18	0.3
3003	1	33	0.4
3004	1	39	0.4
3005	1	50	0.4
3006	1	7	0.2
3007	1	53	0.4
3008	1	33	0.4
3009	1	47	0.2
3010	1	13	0.2
3011	1	85	0.8
3012	1	54	0.6
3013	1	20	0.3
3014	1	14	0.3
3015	1	96	0.8
3016	1	5	0.2
3017	1	117	1.2
3018	1	71	0.6
3019	1	53	0.5
3020	1	18	0.4
3021	1	115	1.1
3022	1	50	0.5
3023	1	21	0.4
3024	1	13	0.2
3025	1	59	0.9
3026	1	38	0.4
3027	1	56	0.5
3028	1	73	0.6
3029	1	34	0.4
3030	1	30	0.4
3031	1	20	0.3
3032	1	77	1
3033	1	28	0.3
3034	1	72	0.6
3035	1	80	0.7
3036	1	41	0.5
3037	1	37	0.5
3038	1	37	0.3
3039	1	31	0.3
3040	1	39	0.4
3041	1	26	0.4
3042	1	13	0.2
3043	1	32	0.3
3044	1	25	0.3
3045	1	38	0.3
3046	1	52	0.5
3047	1	66	0.7
3048	1	75	0.7
3049	1	76	0.6
3050	1	48	0.5
3051	1	60	0.7
3052	1	160	1.8
3053	1	45	0.2
3054	1	50	0.3
3055	1	62	0.6
3056	1	30	0.5
3057	1	23	0.2
3058	1	45	0.3
3059	0	103	1.6
3060	0	260	4.6
3061	0	230	3.2
3062	0	80	0.8
3063	1	NaN	0.5
3064	1	45	0.6
3065	1	16	0.4
3066	1	19	0.6
3067	1	30	0.8
3068	1	45	0.5
3069	1	51	0.7
3070	1	33	0.4
3071	1	104	0.9
3072	1	48	0.5
3073	1	27	0.4
3074	1	48	0.5
3075	1	27	0.4
3076	1	13	0.3
3077	1	34	0.4
3078	1	15	0.2
3079	1	73	0.5
3080	1	65	0.7
3081	1	105	3.3
3082	1	85	2
3083	1	82	0.5
3084	1	70	0.9
3085	1	40	0.5
3086	1	25	0.4
3087	1	18	0.2
3088	1	67	0.5
3089	1	49	0.4
3090	1	51	0.4
3091	1	29	0.3
3092	1	10	0.4
3093	1	30	0.4
3094	1	75	0.5
3095	1	43	0.4
3096	1	100	0.6
3097	1	30	0.6
3098	1	18	0.3
3099	1	80	0.6
3100	1	110	1
3101	1	85	0.6
3102	1	104	0.8
3103	1	35	0.4
3104	1	12	0.3
3105	1	43	0.4
3106	1	14	0.2
3107	1	40	0.6
3108	1	53	0.5
3109	1	53	0.6
3110	1	56	0.7
3111	1	111	1.1
3112	1	20	0.3
3113	1	34	0.4
3114	1	95	0.5
3115	1	28	0.4
3116	1	27	0.5
3117	0	95	0.8
3118	0	93	1
3119	0	86	1.4
3120	0	86	1.3
3121	0	130	0.9
3122	0	170	1.9
3123	0	170	1.9
3124	0	130	1.5
3125	0	95	2
3126	1	14	0.2
3127	1	35	0.4
3128	1	7	0.3
3129	1	33	0.4
3130	1	77	0.8
3131	1	11	0.4
3132	1	13	0.2
3133	1	23	0.4
3134	1	82	0.5
3135	1	97	0.6
3136	1	280	3.4
3137	1	12	0.3
3138	1	23	0.5
3139	1	19	0.3
3140	1	49	1.1
3141	1	90	0.8
3142	1	32	0.4
3143	1	13	0.2
3144	1	95	2.1
3145	1	72	0.5
3146	1	18	0.2
3147	1	27	0.2
3148	1	20	0.3
3149	1	25	0.4
3150	1	30	0.5
3151	1	75	0.5
3152	1	135	1.2
3153	0	31	0.9
3154	1	18	1.7
3155	1	16	0.6
3156	1	9	0.4
3157	1	19	0.2
3158	1	18	0.5
3159	1	11	0.2
3160	1	18	0.2
3161	1	7	0.2
3162	1	220	3.2
3163	1	250	2.8
3164	1	300	3.7
3165	1	42	0.4
3166	1	26	0.3
3167	1	30	0.5
3168	1	10	0.2
3169	1	22	0.3
3170	1	14	0.2
3171	1	29	0.3
3172	1	23	0.4
3173	1	38	0.8
3174	1	14	0.2
3175	1	92	1.1
3176	1	52	0.4
3177	1	52	0.6
3178	1	32	0.5
3179	1	23	0.3
3180	1	11	0.1
3181	1	62	0.5
3182	1	22	0.7
3183	1	40	0.5
3184	1	54	0.4
3185	1	19	0.3
3186	1	84	1
3187	1	50	0.8
3188	1	93	1.2
3189	1	22	0.4
3190	1	28	0.5
3191	1	29	0.4
3192	1	104	1.3
3193	1	67	0.6
3194	1	40	0.6
3195	1	131	1.1
3196	1	7	0.2
3197	1	25	0.4
3198	0	85	1.6
3199	1	15	0.2
3200	0	143	1.7
3201	1	28	0.6
3202	1	34	0.3
3203	0	55	1.2
3204	0	55	0.8
3205	0	63	1.3
3206	0	76	1.6
3207	0	48	0.9
3208	0	74	1.2
3209	0	72	1
3210	0	103	1.5
3211	0	20	0.6
3212	0	82	0.6
3213	0	79	1
3214	0	92	1
3215	0	72	0.5
3216	0	69	1.1
3217	1	50	1.9
3218	0	60	1.2
3219	0	103	2.1
3220	0	40	1.7
3221	0	88	1.1
3222	0	62	1.9
3223	0	45	1.2
3224	0	82	1.3
3225	0	17	1.8
3226	0	134	1.7
3227	0	75	1.1
3228	0	39	1.8
3229	0	48	1.6
3230	0	44	0.7
3231	1	144	2.3
3232	1	58	0.4
3233	1	28	0.3
3234	1	54	0.4
3235	1	33	0.6
3236	0	70	0.5
3237	0	113	1.4
3238	0	98	2
3239	0	31	0.7
3240	0	54	0.4
3241	0	87	1.2
3242	1	23	1.2
3243	1	47	0.2
3244	1	41	0.5
3245	1	20	0.2
3246	0	64	1.7
3247	0	58	1.1
3248	0	88	1.3
3249	0	68	1.1
3250	0	92	1.3
3251	0	97	1.1
3252	1	71	0.5
3253	0	61	1.3
3254	0	74	1.2
3255	1	31	0.6
3256	1	160	2
3257	0	72	2.4
3258	0	134	3.1
3259	1	54	0.9
3260	1	73	0.6
3261	1	15	0.2
3262	1	30	0.2
3263	1	45	0.5
3264	1	23	0.2
3265	1	80	0.7
3266	1	42	0.4
3267	1	45	0.6
3268	1	32	0.5
3269	1	160	2.7
3270	1	170	2.6
3271	1	175	5.6
3272	1	69	2.4
3273	1	112	1.8
3274	1	147	2.9
3275	1	180	3.2
3276	1	45	1
3277	1	94	1
3278	1	31	0.7
3279	1	38	0.2
3280	1	30	0.2
3281	1	48	0.5
3282	1	77	0.6
3283	1	106	0.8
3284	1	80	0.5
3285	1	26	0.3
3286	1	26	0.2
3287	1	24	0.3
3288	1	25	1.4
3289	1	21	0.8
3290	1	120	1.5
3291	1	63	0.9
3292	1	140	1.2
3293	1	83	0.9
3294	1	85	1
3295	1	98	1
3296	1	118	0.9
3297	1	36	0.5
3298	1	48	0.5
3299	1	37	0.5
3300	1	72	0.9
3301	1	79	0.7
3302	1	25	0.3
3303	1	23	0.4
3304	1	45	0.5
3305	1	51	0.5
3306	1	71	0.6
3307	1	81	0.7
3308	1	80	0.8
3309	1	13	0.2
3310	1	12	0.4
3311	1	35	0.5
3312	1	56	0.6
3313	1	115	1.1
3314	1	81	0.8
3315	1	30	0.4
3316	1	44	0.5
3317	1	40	0.4
3318	1	30	0.3
3319	1	15	0.2
3320	1	6	0.2
3321	1	44	0.3
3322	1	8	0.3
3323	1	22	0.3
3324	1	51	0.6
3325	1	31	0.2
3326	1	25	0.4
3327	1	42	0.3
3328	1	27	0.5
3329	1	29	0.6
3330	1	15	0.4
3331	1	17	0.2
3332	1	38	0.8
3333	1	29	0.3
3334	1	48	0.6
3335	1	69	0.7
3336	1	34	0.2
3337	1	65	0.5
3338	1	15	0.3
3339	1	34	0.3
3340	1	7	0.4
3341	1	47	0.5
3342	1	23	0.3
3343	1	8	0.2
3344	1	22	0.2
3345	1	66	0.5
3346	1	18	0.2
3347	1	60	0.4
3348	1	24	0.2
3349	1	18	0.2
3350	1	100	0.6
3351	0	170	2.4
3352	1	23	0.3
3353	1	60	1
3354	1	28	0.3
3355	1	76	0.6
3356	1	40	0.5
3357	1	40	0.5
3358	1	81	1
3359	1	107	1.2
3360	1	133	1.3
3361	1	9	0.3
3362	1	41	0.4
3363	1	52	0.5
3364	1	43	0.6
3365	1	58	0.8
3366	1	18	0.2
3367	1	33	0.3
3368	1	39	0.3
3369	1	12	0.3
3370	1	46	0.7
3371	1	87	0.8
3372	1	20	0.9
3373	1	22	0.3
3374	1	11	0.3
3375	1	13	0.7
3376	1	28	0.5
3377	1	11	0.3
3378	1	10	0.3
3379	1	25	0.4
3380	1	52	0.9
3381	1	10	0.4
3382	1	91	1
3383	1	20	0.2
3384	1	68	0.6
3385	1	70	0.8
3386	1	44	0.7
3387	1	60	0.9
3388	1	42	0.5
3389	1	35	0.4
3390	1	43	0.5
3391	1	40	0.5
3392	1	46	0.6
3393	1	20	0.4
3394	1	28	0.6
3395	1	28	0.6
3396	1	30	0.4
3397	1	62	0.6
3398	1	85	0.8
3399	1	80	1
3400	0	57	0.5
3401	1	20	0.3
3402	1	10	0.2
3403	1	26	0.4
3404	1	35	0.4
3405	1	31	0.4
3406	1	19	0.4
3407	1	26	0.4
3408	1	51	0.4
3409	1	16	0.3
3410	1	24	0.3
3411	1	20	0.3
3412	0	58	1
3413	1	25	0.3
3414	1	25	0.3
3415	1	15	0.3
3416	0	280	5.4
3417	0	270	4.9
3418	0	160	2.8
3419	1	62	0.5
3420	1	30	0.5
3421	0	270	3.6
3422	0	270	3.2
3423	0	160	1.3
3424	0	280	4.4
3425	0	250	5.1
3426	0	132	2.1
3427	0	170	2.5
3428	0	180	2.8
3429	1	13	0.3
3430	0	180	4.1
3431	1	16	0.3
3432	1	20	0.4
3433	1	11	0.2
3434	1	8	0.2
3435	1	9	0.1
3436	1	28	0.3
3437	1	15	0.3
3438	1	35	0.4
3439	1	12	0.2
3440	1	14	0.3
3441	1	5	0.2
3442	1	5	0.2
3443	1	2	0.1
3444	1	10	0.2
3445	1	18	0.5
3446	0	280	5.4
3447	0	170	2.4
3448	0	230	4.3
3449	1	28	0.4
3450	1	10	0.2
3451	1	26	0.5
3452	1	65	0.7
3453	1	52	0.6
3454	1	125	0.8
3455	1	65	0.6
3456	1	147	1.4
3457	1	12	0.4
3458	1	12	0.3
3459	0	112	1.8
3460	1	25	0.5
3461	1	26	0.4
3462	1	21	0.4
3463	1	120	2.6
3464	1	36	0.5
3465	0	210	6.7
3466	0	165	2.1
3467	0	280	6.6
3468	1	42	1.1
3469	1	25	1.3
3470	1	14	0.7
3471	1	100	2.1
3472	1	23	0.3
3473	1	22	0.5
3474	1	36	1.4
3475	1	21	0.2
3476	1	41	0.4
3477	1	10	0.2
3478	1	22	0.2
3479	1	13	0.3
3480	1	34	0.4
3481	1	15	0.3
3482	1	48	0.6
3483	1	83	0.8
3484	1	37	0.9
3485	1	91	0.7
3486	1	48	0.6
3487	1	118	0.9
3488	1	64	0.6
3489	1	87	0.9
3490	1	21	0.3
3491	1	41	0.5
3492	1	85	0.7
3493	1	46	0.5
3494	1	11	0.2
3495	1	47	0.7
3496	1	41	0.6
3497	1	22	0.4
3498	1	32	0.6
3499	1	82	0.8
3500	1	66	0.5
3501	1	38	0.3
3502	1	43	0.3
3503	1	66	0.5
3504	1	71	0.6
3505	1	61	0.7
3506	1	87	0.8
3507	1	31	0.4
3508	1	110	1.1
3509	1	86	1.2
3510	1	125	1
3511	1	145	1.1
3512	1	NaN	0.4
3513	1	21	0.5
3514	1	47	0.5
3515	1	32	0.5
3516	1	33	0.3
3517	1	18	0.4
3518	1	18	0.4
3519	1	39	0.4
3520	1	36	0.4
3521	1	62	0.6
3522	1	28	0.4
3523	1	79	0.5
3524	1	30	0.3
3525	1	22	0.5
3526	1	35	0.4
3527	1	53	0.4
3528	1	22	0.4
3529	1	11	0.3
3530	1	26	0.5
3531	1	23	0.4
3532	1	11	0.2
3533	1	15	0.4
3534	1	23	0.5
3535	1	56	0.6
3536	1	38	0.4
3537	1	43	0.3
3538	1	23	0.4
3539	1	22	0.2
3540	1	51	0.5
3541	1	38	0.7
3542	1	40	0.2
3543	1	47	0.3
3544	1	51	0.3
3545	1	26	0.4
3546	1	20	0.3
3547	1	117	1.2
3548	1	73	0.7
3549	1	110	0.9
3550	1	70	0.6
3551	1	35	0.5
3552	1	55	0.4
3553	1	135	0.9
3554	1	45	0.7
3555	1	26	0.5
3556	1	16	0.4
3557	1	45	0.9
3558	1	63	0.7
3559	1	103	0.8
3560	1	30	0.4
3561	1	27	0.3
3562	1	31	0.3
3563	1	67	0.4
3564	1	84	2.1
3565	1	53	0.5
3566	1	56	0.5
3567	1	74	0.7
3568	1	70	0.5
3569	1	41	0.4
3570	1	33	0.4
3571	1	37	0.5
3572	1	44	0.5
3573	1	20	0.3
3574	1	81	0.7
3575	1	120	1.2
3576	1	35	0.5
3577	1	10	0.2
3578	1	2	0.1
3579	1	10	0.4
3580	1	30	0.3
3581	1	25	0.4
3582	1	51	0.7
3583	1	67	0.9
3584	0	94	1.9
3585	0	42	1.8
3586	0	86	1.8
3587	0	91	1.6
3588	0	65	1.8
3589	0	108	2.8
3590	0	94	1.9
3591	0	48	0.9
3592	0	56	1.6
3593	1	51	0.4
3594	1	60	0.6
3595	1	88	0.8
3596	1	51	0.7
3597	1	40	0.3
3598	1	65	0.6
3599	1	38	0.5
3600	1	64	0.6
3601	1	37	0.3
3602	1	99	1.1
3603	1	56	0.6
3604	1	40	0.5
3605	1	91	1
3606	1	82	0.9
3607	1	117	1
3608	1	40	0.5
3609	1	61	0.6
3610	1	80	0.8
3611	1	13	0.6
3612	1	35	0.3
3613	1	48	0.4
3614	1	15	1.2
3615	1	112	1.1
3616	1	112	1.4
3617	1	90	0.6
3618	1	95	0.8
3619	1	147	1.6
3620	1	70	1.1
3621	1	98	1
3622	1	45	0.5
3623	1	33	0.4
3624	1	22	0.5
3625	1	22	0.4
3626	1	59	0.7
3627	1	25	0.3
3628	1	15	0.3
3629	1	30	0.5
3630	1	21	0.4
3631	1	60	0.7
3632	1	36	0.3
3633	1	43	0.5
3634	1	20	0.3
3635	1	28	0.2
3636	1	33	0.3
3637	1	14	0.3
3638	1	44	0.6
3639	1	90	0.9
3640	1	15	0.3
3641	1	23	0.3
3642	1	50	0.6
3643	1	48	0.5
3644	1	41	0.5
3645	1	37	0.6
3646	1	42	0.5
3647	1	28	0.5
3648	1	32	0.6
3649	1	32	0.5
3650	1	32	0.2
3651	1	23	0.4
3652	1	25	0.3
3653	1	36	0.4
3654	1	29	0.4
3655	1	40	0.6
3656	1	50	0.6
3657	1	40	0.7
3658	1	34	0.3
3659	1	20	0.3
3660	1	40	0.5
3661	1	50	0.5
3662	1	82	0.8
3663	1	24	0.6
3664	1	58	0.5
3665	1	35	0.6
3666	1	49	0.7
3667	1	52	0.6
3668	1	43	0.5
3669	1	45	0.5
3670	1	26	0.5
3671	1	41	0.8
3672	1	15	0.6
3673	1	87	0.7
3674	1	73	0.5
3675	1	34	0.4
3676	1	34	0.3
3677	1	33	0.5
3678	1	55	0.6
3679	1	45	0.7
3680	1	54	0.5
3681	1	25	0.5
3682	1	88	0.7
3683	1	32	0.3
3684	1	76	0.7
3685	1	160	0.9
3686	1	148	1.1
3687	1	160	1
3688	1	70	0.5
3689	1	12	0.3
3690	1	56	0.6
3691	1	92	0.9
3692	1	45	0.5
3693	1	35	0.6
3694	1	39	0.5
3695	1	94	1.1
3696	1	NaN	0.2
3697	1	56	0.5
3698	1	16	0.6
3699	1	18	0.3
3700	1	35	0.7
3701	1	33	0.5
3702	1	53	0.5
3703	1	53	0.5
3704	1	60	0.4
3705	1	40	0.4
3706	1	30	0.7
3707	1	50	0.6
3708	1	60	0.5
3709	1	27	0.5
3710	1	53	0.4
3711	1	66	0.5
3712	1	60	0.6
3713	1	29	0.4
3714	1	29	0.5
3715	1	32	0.4
3716	1	135	1.1
3717	1	39	0.4
3718	1	60	0.5
3719	1	51	0.5
3720	1	25	0.3
3721	1	26	0.3
3722	1	160	1.1
3723	1	60	0.8
3724	1	65	0.4
3725	1	20	0.4
3726	1	70	0.7
3727	1	160	1.5
3728	1	27	0.4
3729	1	45	0.4
3730	1	41	0.2
3731	1	46	0.5
3732	1	30	0.4
3733	1	70	1
3734	1	28	0.7
3735	1	12	0.3
3736	1	45	0.6
3737	1	28	0.4
3738	1	77	0.7
3739	1	18	0.4
3740	1	160	0.9
3741	1	115	0.6
3742	1	102	0.8
3743	1	147	1
3744	1	130	0.8
3745	1	150	1.1
3746	1	99	0.7
3747	1	28	0.5
3748	1	15	0.4
3749	1	90	0.6
3750	1	16	0.3
3751	1	9	0.4
3752	1	17	0.4
3753	1	36	0.5
3754	1	37	0.4
3755	1	53	0.3
3756	1	27	0.5
3757	1	20	0.4
3758	1	44	0.8
3759	1	38	0.4
3760	1	36	0.5
3761	1	20	0.3
3762	1	26	0.5
3763	1	33	0.4
3764	1	62	0.7
3765	1	24	0.5
3766	1	30	0.4
3767	1	30	0.4
3768	1	21	0.5
3769	1	28	0.3
3770	1	69	0.7
3771	1	57	0.4
3772	1	46	0.4
3773	1	32	0.3
3774	1	41	0.4
3775	1	50	0.5
3776	1	30	0.3
3777	1	59	0.4
3778	1	25	0.4
3779	1	25	0.4
3780	1	8	0.3
3781	1	26	0.4
3782	1	23	0.5
3783	1	47	0.4
3784	1	32	0.4
3785	1	7	0.1
3786	1	14	0.4
3787	1	90	1.1
3788	1	19	0.5
3789	1	33	0.5
3790	1	15	0.3
3791	1	55	0.4
3792	1	63	0.7
3793	1	9	0.2
3794	1	1	0.1
3795	0	52	1.5
3796	1	70	1.7
3797	1	44	0.5
3798	1	19	0.2
3799	1	29	0.5
3800	1	15	0.2
3801	0	27	0.9
3802	0	68	1.3
3803	1	46	0.5
3804	1	66	0.5
3805	1	50	0.6
3806	1	34	0.8
3807	1	50	0.7
3808	1	43	1.3
3809	1	5	0.4
3810	0	100	4.4
3811	0	240	2.8
3812	0	51	1.9
3813	0	39	0.5
3814	0	53	1.2
3815	1	26	0.5
3816	1	30	0.4
3817	1	7	0.2
3818	0	102	1.5
3819	0	106	1.5
3820	0	77	2.4
3821	1	62	0.5
3822	0	25	1
3823	0	112	2
3824	0	52	0.6
3825	1	55	0.5
3826	1	50	0.5
3827	1	51	0.4
3828	0	50	1.4
3829	0	123	2.9
3830	1	18	1.2
3831	1	22	0.1
3832	0	40	0.5
3833	0	61	0.8
3834	1	1	0.1
3835	1	1	0.1
3836	0	82	1.6
3837	1	30	0.5
3838	0	83	1
3839	0	47	0.9
3840	1	20	0.5
3841	0	46	1
3842	1	22	1.2
3843	0	42	1
3844	1	43	0.5
3845	1	53	0.4
3846	1	19	0.2
3847	1	61	1
3848	0	86	1.1
3849	0	210	0.9
3850	0	280	3.5
3851	0	190	3.2
3852	0	280	3.4
3853	1	39	0.4
3854	1	43	1.5
3855	1	67	1.3
3856	1	11	0.2
3857	1	67	0.5
3858	1	92	1.2
3859	1	70	1.1
3860	1	32	0.6
3861	1	26	0.5
3862	0	45	0.7
3863	1	39	0.3
3864	0	250	2.8
3865	0	230	4.7
3866	0	100	1.5
3867	0	32	0.5
3868	0	39	0.8
3869	0	40	1.5
3870	0	65	0.9
3871	0	110	1
3872	0	210	2.5
3873	0	220	2.5
3874	1	170	2.5
3875	1	51	1.1
3876	1	74	1.6
3877	1	85	1.2
3878	0	210	4
3879	0	215	3.4
3880	0	39	0.9
3881	0	30	0.6
3882	0	143	1.8
3883	1	73	1.4
3884	0	20	1.5
3885	1	11	0.4
3886	1	12	0.2
3887	1	40	0.8
3888	1	34	0.5
3889	1	42	0.3
3890	1	3	0.1
3891	1	2	0.1
3892	1	14	0.3
3893	1	5	0.1
3894	1	15	0.2
3895	1	28	0.4
3896	1	24	0.4
3897	1	23	0.2
3898	1	71	0.5
3899	1	34	0.3
3900	1	43	0.4
3901	1	25	0.2
3902	1	27	0.3
3903	1	125	2.6
3904	1	47	0.5
3905	1	34	0.4
3906	0	143	1.8
3907	1	73	1.4
3908	1	38	1.5
3909	0	20	1.5
3910	1	35	1.4
3911	1	11	0.4
3912	1	12	0.2
3913	1	40	0.8
3914	1	34	0.5
3915	1	42	0.3
3916	1	105	2
3917	1	3	0.1
3918	1	2	0.1
3919	1	14	0.3
